Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
19-00107031,Coyote Complaints,Phone,Closed,04/02/2019 10:14:27 AM,03/27/2019 01:06:48 PM,04/02/2019 10:14:29 AM,04/02/2019 10:14:27 AM,"1920 MATAGORDA ST, AUSTIN, TX 78741",1920,MATAGORDA,AUSTIN,78741,TRAVIS,3116383.74800408,10059446.0002303,30.23685079,-97.73708487,"(30.23685079, -97.73708487)",9,615T,MJ19
19-00149167,Coyote Complaints,Phone,Closed,04/29/2019 12:42:08 PM,04/26/2019 08:32:48 PM,04/29/2019 12:42:08 PM,04/29/2019 12:42:08 PM,"1706 FAWN DR, AUSTIN, TX 78741",1706,FAWN,AUSTIN,78741,TRAVIS,3116782.28192118,10059737.4556227,30.23762637,-97.73580165,"(30.23762637, -97.73580165)",9,615T,MJ19
19-00117556,Coyote Complaints,Phone,Closed,04/05/2019 02:53:36 PM,04/04/2019 11:02:07 AM,04/05/2019 02:53:36 PM,04/05/2019 02:53:36 PM,"8911 N CAPITAL OF TEXAS HWY NB 1 1000100, AUSTIN, TX 78759",8911,CAPITAL OF TEXAS,AUSTIN,78759,TRAVIS,3108036.49939561,10113973.9970164,30.38727363,-97.75951575,"(30.38727363, -97.75951575)",10,494M,MH32
19-00212328,Coyote Complaints,Phone,Closed,08/05/2019 02:38:57 PM,06/07/2019 08:40:22 PM,08/05/2019 02:38:57 PM,08/05/2019 02:38:57 PM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.0014228,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00302597,Coyote Complaints,Phone,Closed,08/12/2019 10:31:54 AM,08/08/2019 08:06:54 PM,08/12/2019 10:31:54 AM,08/12/2019 10:31:54 AM,"6720 CORPUS CHRISTI DR, AUSTIN, TX 78729",6720,CORPUS CHRISTI,AUSTIN,78729,TRAVIS,3110550.99773951,10134844.9982217,30.44448506,-97.7500059,"(30.44448506, -97.7500059)",6,435S,MJ37
19-00272583,Coyote Complaints,Phone,Closed,07/31/2019 02:42:58 PM,07/18/2019 03:28:34 PM,07/31/2019 02:42:58 PM,07/31/2019 02:42:58 PM,"3610 COOKSTOWN DR, AUSTIN, TX 78759",3610,COOKSTOWN,AUSTIN,78759,TRAVIS,3121641.36939353,10125875.7731285,30.4191171,-97.71549055,"(30.4191171, -97.71549055)",7,465R,MK35
19-00289615,Coyote Complaints,Phone,Closed,07/31/2019 09:57:34 AM,07/30/2019 08:30:03 PM,07/31/2019 09:57:34 AM,07/31/2019 09:57:34 AM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.0014228,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00340645,Coyote Complaints,Phone,Closed,09/12/2019 04:23:16 PM,09/05/2019 03:09:32 PM,09/12/2019 04:23:16 PM,09/12/2019 04:23:16 PM,"1607 LUPINE LN, AUSTIN, TX 78741",1607,LUPINE,AUSTIN,78741,TRAVIS,3117766.99897392,10061989.0018253,30.24375224,-97.73251755,"(30.24375224, -97.73251755)",9,615P,MJ20
19-00349475,Coyote Complaints,Phone,Closed,09/12/2019 11:38:08 AM,09/11/2019 11:29:42 PM,09/12/2019 11:38:08 AM,09/12/2019 11:38:08 AM,"WELLS PORT DR & GRAND AVENUE PKWY, AUSTIN, TX",,WELLS PORT DR & GRAND AVENUE PKWY,AUSTIN,78728,TRAVIS,3134165.45831314,10139994.2491375,30.45710986,-97.67469722,"(30.45710986, -97.67469722)",,436M,MM38
19-00316462,Coyote Complaints,Phone,Closed,09/12/2019 01:02:24 PM,08/19/2019 09:33:07 AM,09/12/2019 01:02:24 PM,09/12/2019 01:02:24 PM,"6108 RICKERHILL LN, AUSTIN, TX 78739",6108,RICKERHILL,AUSTIN,78739,TRAVIS,3068426.42903475,10040600.7081807,30.18803396,-97.89022236,"(30.18803396, -97.89022236)",8,671C,MB15
19-00293037,Coyote Complaints,Phone,Closed,08/05/2019 11:53:35 AM,08/02/2019 07:15:22 AM,08/05/2019 11:53:36 AM,08/05/2019 11:53:35 AM,"719 LATTERIDGE DR, AUSTIN, TX 78748",719,LATTERIDGE,AUSTIN,78748,TRAVIS,3098125.00136184,10039986.9999867,30.18451922,-97.79629392,"(30.18451922, -97.79629392)",2,673H,MF15
19-00355967,Coyote Complaints,Phone,Closed,09/17/2019 08:45:10 AM,09/16/2019 06:58:33 PM,09/17/2019 08:45:10 AM,09/17/2019 08:45:10 AM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.0014228,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00247904,Coyote Complaints,Phone,Closed,07/17/2019 05:01:39 PM,07/02/2019 10:01:07 AM,07/17/2019 05:01:39 PM,07/17/2019 05:01:39 PM,"5521 WOODVIEW AVE, AUSTIN, TX 78756",5521,WOODVIEW,Austin,78756,TRAVIS,3113392.99925062,10093846.9975035,30.33160549,-97.7440175,"(30.33160549, -97.7440175)",7,555A,MJ27
19-00356003,Coyote Complaints,Phone,Closed,09/17/2019 12:33:24 PM,09/16/2019 07:35:16 PM,09/17/2019 12:33:24 PM,09/17/2019 12:33:24 PM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.0014228,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00355929,Coyote Complaints,Phone,Closed,09/17/2019 11:54:17 AM,09/16/2019 06:28:20 PM,09/17/2019 11:54:16 AM,09/17/2019 11:54:17 AM,"11200 LAKELINE MALL DR, AUSTIN, TX 78613",11200,LAKELINE MALL,AUSTIN,78613,WILLIAMSON,3092886.88088698,10144619.9080266,30.4724709,-97.80534294,"(30.4724709, -97.80534294)",6,433C,MF39
19-00354519,Coyote Complaints,Phone,Closed,09/16/2019 10:28:25 AM,09/15/2019 10:08:37 PM,09/16/2019 10:28:25 AM,09/16/2019 10:28:25 AM,"11250 TAYLOR DRAPER LN, AUSTIN, TX 78759",11250,TAYLOR DRAPER,AUSTIN,78759,TRAVIS,3110440.74831363,10122207.9978294,30.40975464,-97.75128644,"(30.40975464, -97.75128644)",10,464V,MH34
19-00355981,Coyote Complaints,Phone,Closed,09/17/2019 12:03:32 PM,09/16/2019 07:09:44 PM,09/17/2019 12:03:32 PM,09/17/2019 12:03:32 PM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.0014228,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00354665,Coyote Complaints,Phone,Closed,09/16/2019 10:34:27 AM,09/16/2019 07:19:46 AM,09/16/2019 10:34:27 AM,09/16/2019 10:34:27 AM,"1702 ELMHURST DR, AUSTIN, TX 78741",1702,ELMHURST,AUSTIN,78741,TRAVIS,3117940.24851792,10061161.0020576,30.24146507,-97.73203035,"(30.24146507, -97.73203035)",9,615P,MJ20
19-00280338,Coyote Complaints,Phone,Closed,07/29/2019 10:59:03 AM,07/24/2019 06:45:16 AM,07/29/2019 10:59:05 AM,07/29/2019 10:59:03 AM,"6705 NOTRE DAME DR, AUSTIN, TX 78723",6705,NOTRE DAME,AUSTIN,78723,TRAVIS,3132941.70309271,10089080.6472553,30.31723766,-97.6824306,"(30.31723766, -97.6824306)",1,556L,MM26
19-00354551,Coyote Complaints,Phone,Closed,09/16/2019 10:31:25 AM,09/15/2019 11:15:14 PM,09/16/2019 10:31:25 AM,09/16/2019 10:31:25 AM,"2624 TOM MILLER ST, AUSTIN, TX 78723",2624,TOM MILLER,AUSTIN,78723,TRAVIS,3126928.60789164,10079019.0415879,30.28997259,-97.70223659,"(30.28997259, -97.70223659)",9,586E,ML24
19-00355271,Coyote Complaints,Phone,Closed,09/16/2019 04:05:11 PM,09/16/2019 12:40:23 PM,09/16/2019 04:05:11 PM,09/16/2019 04:05:11 PM,"1310 JULIET ST, AUSTIN, TX 78704",1310,JULIET,AUSTIN,78704,TRAVIS,3108730.21615345,10066947.0987275,30.257959,-97.76076509,"(30.257959, -97.76076509)",5,614C,MH21
19-00354929,Coyote Complaints,Phone,Closed,09/16/2019 10:50:19 AM,09/16/2019 09:49:30 AM,09/16/2019 10:50:19 AM,09/16/2019 10:50:19 AM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.0014228,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00286508,Coyote Complaints,Phone,Closed,07/29/2019 02:23:24 PM,07/28/2019 08:27:55 PM,07/29/2019 02:23:24 PM,07/29/2019 02:23:24 PM,"8929 IVEANS CV, AUSTIN, TX 78717",8929,IVEANS,AUSTIN,78717,WILLIAMSON,3109703.30867807,10150292.5391074,30.48700245,-97.75155764,"(30.48700245, -97.75155764)",6,404R,MH41
19-00280055,Coyote Complaints,Phone,Closed,07/30/2019 02:01:39 PM,07/23/2019 06:53:41 PM,07/30/2019 02:01:39 PM,07/30/2019 02:01:39 PM,"JUDY DR & OAK HILL LN, AUSTIN, TX",,JUDY DR & OAK HILL LN,AUSTIN,78744,TRAVIS,3101969.08215883,10033196.1505822,30.1656106,-97.78462327,"(30.1656106, -97.78462327)",5,674S,MG13
19-00299163,Coyote Complaints,Phone,Closed,08/14/2019 04:24:00 PM,08/06/2019 05:02:02 PM,08/14/2019 04:24:01 PM,08/14/2019 04:24:00 PM,"1612 ASHBERRY DR, AUSTIN, TX 78723",1612,ASHBERRY,AUSTIN,78723,TRAVIS,3130223.24765163,10089373.9984869,30.31822185,-97.69102163,"(30.31822185, -97.69102163)",1,556K,ML26
19-00310279,Coyote Complaints,Phone,Closed,08/15/2019 11:05:13 AM,08/14/2019 02:32:59 PM,08/15/2019 11:05:13 AM,08/15/2019 11:05:13 AM,"14516 WHARTON PARK TRL, AUSTIN, TX 78717",14516,WHARTON PARK,AUSTIN,78717,WILLIAMSON,3099739.73271214,10153809.2674797,30.49730143,-97.78292635,"(30.49730143, -97.78292635)",6,404E,MG42
19-00220980,Coyote Complaints,Phone,Closed,08/14/2019 09:28:45 AM,06/13/2019 01:36:05 PM,08/14/2019 09:28:45 AM,08/14/2019 09:28:45 AM,"5106 SPLIT CEDAR CV, AUSTIN, TX 78735",5106,SPLIT CEDAR,AUSTIN,78735,TRAVIS,3085857.82522677,10063286.0041788,30.24932883,-97.83345182,"(30.24932883, -97.83345182)",8,612M,MD20
19-00322278,Coyote Complaints,Phone,Closed,08/23/2019 09:04:58 AM,08/22/2019 06:34:02 PM,08/23/2019 09:04:58 AM,08/23/2019 09:04:58 AM,"2800 HANCOCK DR, AUSTIN, TX 78731",2800,HANCOCK,AUSTIN,78731,TRAVIS,3111833.49724387,10092479.9970723,30.3279475,-97.74906005,"(30.3279475, -97.74906005)",7,555A,MJ27
17-00080339,Coyote Complaints,Phone,Closed,08/14/2019 09:28:46 AM,03/30/2017 11:20:06 AM,08/14/2019 09:28:46 AM,08/14/2019 09:28:46 AM,"5106 SPLIT CEDAR CV, AUSTIN, TX 78735",5106,SPLIT CEDAR,AUSTIN,78735,TRAVIS,3085857.82522677,10063286.0041788,30.24932883,-97.83345182,"(30.24932883, -97.83345182)",8,612M,MD20
19-00341614,Coyote Complaints,Phone,Closed,09/20/2019 09:52:37 AM,09/06/2019 09:11:30 AM,09/20/2019 09:52:37 AM,09/20/2019 09:52:37 AM,"9901 FM 1826 RD, AUSTIN, TX 78739",9901,1826,AUSTIN,78739,TRAVIS,3064043.8301803,10048185.0922003,30.2091467,-97.90356587,"(30.2091467, -97.90356587)",,641P,MA17
22-00445879,Coyote Complaints,Phone,Closed,12/02/2022 08:50:43 AM,12/01/2022 03:14:19 PM,12/02/2022 08:50:43 AM,12/02/2022 08:50:43 AM,"MADERO DR & LINARES LN, AUSTIN, TX",,MADERO DR & LINARES LN,AUSTIN,78652,TRAVIS,3094805.32039804,10018631.02499070,30.12602247,-97.80833181,"(30.12602247, -97.80833181)",5,703Y,MF10
19-00315079,Coyote Complaints,Phone,Closed,08/23/2019 10:53:02 AM,08/17/2019 06:10:41 PM,08/23/2019 10:53:03 AM,08/23/2019 10:53:02 AM,"FLORAL PARK DR & BARKER RIDGE DR, AUSTIN, TX",,FLORAL PARK DR & BARKER RIDGE DR,AUSTIN,78759,TRAVIS,3109217.24726819,10121225.9998885,30.40713328,-97.75523892,"(30.40713328, -97.75523892)",10,464Z,MH34
19-00359791,Coyote Complaints,Phone,Closed,09/20/2019 12:19:38 PM,09/19/2019 10:20:56 AM,09/20/2019 12:19:38 PM,09/20/2019 12:19:38 PM,"3305 JAMESBOROUGH ST, AUSTIN, TX 78703",3305,JAMESBOROUGH,AUSTIN,78703,TRAVIS,3106752.80301297,10086110.9223086,30.31076326,-97.76562562,"(30.31076326, -97.76562562)",10,554Q,MH26
19-00303730,Coyote Complaints,Phone,Closed,09/05/2019 10:26:34 AM,08/09/2019 03:40:58 PM,09/05/2019 10:26:34 AM,09/05/2019 10:26:34 AM,"8806 SMOKETREE CV, AUSTIN, TX 78735",8806,SMOKETREE,AUSTIN,78735,TRAVIS,3071861.00139812,10074328.001758,30.28053953,-97.87699751,"(30.28053953, -97.87699751)",,581M,MB23
19-00324887,Coyote Complaints,Phone,Closed,08/26/2019 03:53:29 PM,08/24/2019 07:46:55 PM,08/26/2019 03:53:29 PM,08/26/2019 03:53:29 PM,"1900 CROOKED LN, AUSTIN, TX 78741",1900,CROOKED,AUSTIN,78741,TRAVIS,3118015.49822521,10059381.0011991,30.23656731,-97.73192393,"(30.23656731, -97.73192393)",3,615T,MJ19
19-00349292,Coyote Complaints,Phone,Closed,09/13/2019 11:52:24 AM,09/11/2019 07:22:31 PM,09/13/2019 11:52:24 AM,09/13/2019 11:52:24 AM,"1606 SUNNY VALE ST, AUSTIN, TX 78741",1606,SUNNY VALE,AUSTIN,78741,TRAVIS,3117547.18894443,10061897.4042945,30.24351458,-97.73322025,"(30.24351458, -97.73322025)",9,615P,MJ20
19-00351250,Coyote Complaints,Phone,Closed,09/13/2019 11:37:22 AM,09/13/2019 07:54:00 AM,09/13/2019 11:37:21 AM,09/13/2019 11:37:22 AM,"2509 COATBRIDGE DR, AUSTIN, TX 78745",2509,COATBRIDGE,AUSTIN,78745,TRAVIS,3094811.94099657,10051180.2320336,30.21549523,-97.80597201,"(30.21549523, -97.80597201)",5,643G,MF18
19-00338783,Coyote Complaints,Phone,Closed,09/05/2019 11:32:46 AM,09/04/2019 12:26:01 PM,09/05/2019 11:32:46 AM,09/05/2019 11:32:46 AM,"2001 BREEZE HOLW, AUSTIN, TX 78741",2001,BREEZE,AUSTIN,78741,TRAVIS,3116610.70547362,10058737.8110444,30.23488953,-97.73641872,"(30.23488953, -97.73641872)",9,615T,MJ19
19-00340004,Coyote Complaints,Phone,Closed,09/05/2019 10:59:38 AM,09/05/2019 09:46:29 AM,09/05/2019 10:59:38 AM,09/05/2019 10:59:38 AM,"2626 GERONIMO TRL, AUSTIN, TX 78734",2626,GERONIMO,AUSTIN,78734,TRAVIS,3057501.74999526,10109509.9993553,30.37811688,-97.92006015,"(30.37811688, -97.92006015)",,490V,WZ31
19-00324838,Coyote Complaints,Phone,Closed,09/13/2019 08:31:23 AM,08/24/2019 06:34:02 PM,09/13/2019 08:31:23 AM,09/13/2019 08:31:23 AM,"6104 MAURYS TRL, AUSTIN, TX 78730",6104,MAURYS,AUSTIN,78730,TRAVIS,3087288.25019279,10109106.99974,30.37519769,-97.82565168,"(30.37519769, -97.82565168)",10,493S,ME31
19-00311705,Coyote Complaints,Phone,Closed,09/05/2019 10:50:39 AM,08/15/2019 12:09:21 PM,09/05/2019 10:50:39 AM,09/05/2019 10:50:39 AM,"7209 CRYSTALBROOK DR, AUSTIN, TX 78724",7209,CRYSTALBROOK,AUSTIN,78724,TRAVIS,3142807.94865057,10086836.2376977,30.31041801,-97.6513423,"(30.31041801, -97.6513423)",1,557P,MN26
19-00349491,Coyote Complaints,Phone,Closed,09/13/2019 11:25:21 AM,09/12/2019 12:11:20 AM,09/13/2019 11:25:21 AM,09/13/2019 11:25:21 AM,"11609 RUFFED GROUSE DR, AUSTIN, TX 78758",11609,RUFFED GROUSE,AUSTIN,78758,TRAVIS,3126623.17277855,10116410.228938,30.39277455,-97.7004003,"(30.39277455, -97.7004003)",7,496E,ML33
19-00322528,Coyote Complaints,Phone,Closed,08/26/2019 01:35:40 PM,08/23/2019 12:54:49 AM,08/26/2019 01:35:40 PM,08/26/2019 01:35:40 PM,"520 NORTHWAY DR, AUSTIN, TX 78752",520,NORTHWAY,AUSTIN,78752,TRAVIS,3124433.87380075,10098366.1058227,30.34331644,-97.7086925,"(30.34331644, -97.7086925)",4,525V,MK28
19-00350248,Coyote Complaints,Phone,Closed,09/13/2019 08:16:12 AM,09/12/2019 01:22:22 PM,09/13/2019 08:16:12 AM,09/13/2019 08:16:12 AM,"7000 COMANCHE TRL, AUSTIN, TX 78732",7000,COMANCHE,AUSTIN,78732,TRAVIS,3069179.53797628,10122577.9601739,30.41333806,-97.88212252,"(30.41333806, -97.88212252)",6,461V,MB34
19-00325748,Coyote Complaints,Phone,Closed,09/13/2019 09:49:18 AM,08/25/2019 06:14:42 PM,09/13/2019 09:49:18 AM,09/13/2019 09:49:18 AM,"11266 TAYLOR DRAPER LN 1913, AUSTIN, TX 78759",11266,TAYLOR DRAPER,AUSTIN,78759,TRAVIS,3109988.4967615,10122562.7550128,30.41075867,-97.75269463,"(30.41075867, -97.75269463)",10,464V,MH34
19-00339071,Coyote Complaints,Phone,Closed,09/05/2019 11:11:59 AM,09/04/2019 02:54:58 PM,09/05/2019 11:11:58 AM,09/05/2019 11:11:59 AM,"2001 FARO DR, AUSTIN, TX 78741",2001,FARO,AUSTIN,78741,TRAVIS,3124161.53438775,10056781.3991311,30.22902484,-97.71266102,"(30.22902484, -97.71266102)",3,615Z,MK19
19-00324896,Coyote Complaints,Phone,Closed,08/26/2019 12:17:10 PM,08/24/2019 07:56:49 PM,08/26/2019 12:17:10 PM,08/26/2019 12:17:10 PM,"6008 MAURYS TRL, AUSTIN, TX 78730",6008,MAURYS,AUSTIN,78730,TRAVIS,3087458.50136718,10108625.9987886,30.37386491,-97.82514631,"(30.37386491, -97.82514631)",10,493S,ME31
19-00369142,Coyote Complaints,Phone,Closed,09/30/2019 09:16:28 AM,09/25/2019 07:39:27 PM,09/30/2019 09:16:28 AM,09/30/2019 09:16:28 AM,"3499 S FM 620 RD 2, BEE CAVE, TX 78738",3499,620,BEE CAVE,78738,TRAVIS,3045983.29138577,10090218.10512140,30.32576576,-97.95788639,"(30.32576576, -97.95788639)",,550E,WY27
19-00369698,Coyote Complaints,Phone,Closed,09/26/2019 11:32:28 AM,09/26/2019 10:04:02 AM,09/26/2019 11:32:28 AM,09/26/2019 11:32:28 AM,"6701 RIALTO BLVD, AUSTIN, TX 78735",6701,RIALTO,AUSTIN,78735,TRAVIS,3077266.33095154,10062742.9762199,30.24836404,-97.86069301,"(30.24836404, -97.86069301)",8,612K,MC20
19-00369857,Coyote Complaints,Phone,Closed,09/26/2019 12:17:34 PM,09/26/2019 11:30:43 AM,09/26/2019 12:17:34 PM,09/26/2019 12:17:34 PM,"2200 W 35TH ST, AUSTIN, TX 78731",2200,35TH,AUSTIN,78731,TRAVIS,3109194.72897286,10085651.7318779,30.30934581,-97.75792276,"(30.30934581, -97.75792276)",10,554R,MH26
22-00415706,Coyote Complaints,Phone,Closed,11/10/2022 02:19:29 PM,11/06/2022 10:11:56 AM,11/10/2022 02:19:29 PM,11/10/2022 02:19:29 PM,"1602 WILLOW ST, AUSTIN, TX 78702",1602,WILLOW,AUSTIN,78702,TRAVIS,3118884.74886468,10067116.00170920,30.25777361,-97.72859861,"(30.25777361, -97.72859861)",3,615C,MK21
22-00418769,Coyote Complaints,Phone,Closed,11/10/2022 01:58:18 PM,11/08/2022 12:06:18 PM,11/10/2022 01:58:18 PM,11/10/2022 01:58:18 PM,"1602 WILLOW ST, AUSTIN, TX 78702",1602,WILLOW,AUSTIN,78702,TRAVIS,3118884.74886468,10067116.00170920,30.25777361,-97.72859861,"(30.25777361, -97.72859861)",3,615C,MK21
19-00371107,Coyote Complaints,Phone,Closed,09/30/2019 10:19:32 AM,09/27/2019 08:12:20 AM,09/30/2019 10:19:32 AM,09/30/2019 10:19:32 AM,"11000 LAUREL CREEK DR, AUSTIN, TX 78726",11000,LAUREL CREEK,AUSTIN,78726,TRAVIS,3087184.00062943,10134715.99961590,30.44560098,-97.82415054,"(30.44560098, -97.82415054)",6,433S,ME37
22-00419123,Coyote Complaints,Phone,Closed,11/10/2022 02:22:28 PM,11/08/2022 03:20:08 PM,11/10/2022 02:22:28 PM,11/10/2022 02:22:28 PM,"1026 CASSAT CV, AUSTIN, TX 78753",1026,CASSAT,AUSTIN,78753,TRAVIS,3141654.49735399,10120661.99735250,30.40347486,-97.65241342,"(30.40347486, -97.65241342)",7,467X,MN34
22-00419961,Coyote Complaints,Phone,Closed,11/10/2022 02:40:36 PM,11/09/2022 09:56:50 AM,11/10/2022 02:40:36 PM,11/10/2022 02:40:36 PM,"WINWICK WAY & ARMAGA SPRINGS RD, AUSTIN, TX",,WINWICK WAY & ARMAGA SPRINGS RD,AUSTIN,78727,TRAVIS,3127675.68906080,10128711.58759340,30.42652044,-97.69613802,"(30.42652044, -97.69613802)",7,466F,ML36
19-00374082,Coyote Complaints,Phone,Closed,10/03/2019 10:24:09 AM,09/29/2019 01:30:32 PM,10/03/2019 10:24:09 AM,10/03/2019 10:24:09 AM,"1711 CITY PARK RD, AUSTIN, TX 78730",1711,CITY PARK,AUSTIN,78730,TRAVIS,3083750.44706124,10092003.75912590,30.32840118,-97.83808438,"(30.32840118, -97.83808438)",10,552D,MD27
19-00374137,Coyote Complaints,Phone,Closed,09/30/2019 10:43:31 AM,09/29/2019 02:35:27 PM,09/30/2019 10:43:31 AM,09/30/2019 10:43:31 AM,"6321 PARLIAMENT DR, AUSTIN, TX 78724",6321,PARLIAMENT,AUSTIN,78724,TRAVIS,3140546.62883671,10078253.74251510,30.28697613,-97.65916025,"(30.28697613, -97.65916025)",1,587E,MN24
19-00372639,Coyote Complaints,Phone,Closed,09/30/2019 10:31:31 AM,09/28/2019 12:33:49 AM,09/30/2019 10:31:31 AM,09/30/2019 10:31:31 AM,"3601 WEBBERVILLE RD, AUSTIN, TX 78702",3601,WEBBERVILLE,AUSTIN,78702,TRAVIS,3126350.24738037,10072470.00268680,30.27200803,-97.70455885,"(30.27200803, -97.70455885)",3,586S,ML22
19-00372651,Coyote Complaints,Phone,Closed,09/30/2019 10:43:31 AM,09/28/2019 12:58:04 AM,09/30/2019 10:43:32 AM,09/30/2019 10:43:31 AM,"811 W SLAUGHTER LN 4007, AUSTIN, TX 78748",811,SLAUGHTER,AUSTIN,78748,TRAVIS,3095169.62189265,10036089.01902900,30.17398919,-97.80592533,"(30.17398919, -97.80592533)",5,673Q,MF14
19-00374765,Coyote Complaints,Phone,Closed,09/30/2019 10:58:38 AM,09/30/2019 09:53:52 AM,09/30/2019 10:58:38 AM,09/30/2019 10:58:38 AM,"6005 BELFAST DR, AUSTIN, TX 78723",6005,BELFAST,AUSTIN,78723,TRAVIS,3129249.24914708,10088370.99700300,30.31552834,-97.69418308,"(30.31552834, -97.69418308)",1,556K,ML26
19-00330068,Coyote Complaints,Phone,Closed,09/30/2019 01:46:51 PM,08/28/2019 02:39:48 PM,09/30/2019 01:46:51 PM,09/30/2019 01:46:51 PM,"1607 LUPINE LN, AUSTIN, TX 78741",1607,LUPINE,AUSTIN,78741,TRAVIS,3117766.99897392,10061989.00182530,30.24375224,-97.73251755,"(30.24375224, -97.73251755)",9,615P,MJ20
23-00399135,Animal Protection - Coyote Complaints,Phone,Closed,08/24/2023 12:50:01 PM,08/24/2023 11:11:47 AM,08/24/2023 12:50:01 PM,08/24/2023 12:50:01 PM,"WAVECREST BLVD & JACKS POND RD, AUSTIN, TX",,WAVECREST BLVD & JACKS POND RD,AUSTIN,78728,TRAVIS,3129930.29690022,10138181.59859180,30.45240477,-97.68827208,"(30.45240477, -97.68827208)",,436P,ML38
22-00380603,Coyote Complaints,Phone,Closed,10/13/2022 11:25:28 AM,10/12/2022 11:42:38 AM,10/13/2022 11:25:28 AM,10/13/2022 11:25:28 AM,"10417 MOURNING DOVE DR, AUSTIN, TX 78750",10417,MOURNING DOVE,AUSTIN,78750,WILLIAMSON,3093010.08340789,10135972.28388300,30.44869174,-97.80557567,"(30.44869174, -97.80557567)",6,433U,MF37
22-00322758,Coyote Complaints,Phone,Closed,09/02/2022 02:46:54 PM,09/01/2022 08:06:45 PM,09/02/2022 02:46:54 PM,09/02/2022 02:46:54 PM,"13209 MANSFIELD DR, AUSTIN, TX 78732",13209,MANSFIELD,AUSTIN,78732,TRAVIS,3065394.48474160,10114008.32042060,30.39000932,-97.89472341,"(30.39000932, -97.89472341)",,491L,MB32
22-00272825,Coyote Complaints,Phone,Closed,07/29/2022 01:58:35 PM,07/29/2022 11:58:47 AM,07/29/2022 01:58:35 PM,07/29/2022 01:58:35 PM,"2705 MELBA PASS, CEDAR PARK, TX 78613",2705,MELBA,CEDAR PARK,78613,TRAVIS,3082025.92115148,10141904.92857360,30.46568161,-97.84000428,"(30.46568161, -97.84000428)",,432H,MD39
23-00026130,Coyote Complaints,Phone,Closed,01/23/2023 12:38:01 PM,01/19/2023 06:40:41 PM,01/23/2023 12:38:01 PM,01/23/2023 12:38:01 PM,"HILL OAKS DR & WOLFCREEK PASS, AUSTIN, TX",,HILL OAKS DR & WOLFCREEK PASS,AUSTIN,78749,TRAVIS,3074386.00157559,10056681.00200880,30.23187591,-97.87023788,"(30.23187591, -97.87023788)",8,612W,MC19
24-00095100,Animal Protection - Coyote Complaints,Phone,Closed,03/20/2024 11:15:42 AM,03/19/2024 11:34:16 AM,03/20/2024 11:15:42 AM,03/20/2024 11:15:42 AM,"3514 SOUTHRIDGE DR, AUSTIN, TX 78704",3514,SOUTHRIDGE,AUSTIN,78704,TRAVIS,3103451.50083570,10058240.00014710,30.23435894,-97.77811354,"(30.23435894, -97.77811354)",5,614T,MG19
23-00131183,Coyote Complaints,Phone,Closed,03/08/2023 02:09:47 PM,03/03/2023 11:07:48 AM,03/08/2023 02:09:48 PM,03/08/2023 02:09:47 PM,"CINNAMON PATH & WATERLOO TRL, AUSTIN, TX",,CINNAMON PATH & WATERLOO TRL,AUSTIN,78704,TRAVIS,3104254.75089270,10060719.00159060,30.24112261,-97.77539019,"(30.24112261, -97.77539019)",5,614P,MG20
22-00286611,Coyote Complaints,Phone,Closed,08/16/2022 12:06:46 PM,08/08/2022 04:06:53 PM,08/16/2022 12:06:46 PM,08/16/2022 12:06:46 PM,"805 N CAPITAL OF TEXAS HWY NB, AUSTIN, TX 78746",805,CAPITAL OF TEXAS,AUSTIN,78746,TRAVIS,3088117.00057104,10085733.00204590,30.31089346,-97.82469567,"(30.31089346, -97.82469567)",8,553N,ME26
