Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
23-00351109,Animal Protection - Coyote Complaints,Phone,Closed,07/21/2023 12:06:26 PM,07/21/2023 02:00:17 AM,07/21/2023 12:06:26 PM,07/21/2023 12:06:26 PM,"FAR WEST BLVD & HART LN, AUSTIN, TX",,FAR WEST BLVD & HART LN,AUSTIN,78731,TRAVIS,3109212.62040316,10102299.91881300,30.35510827,-97.75664413,"(30.35510827, -97.75664413)",10,524M,MH29
23-00351776,Animal Protection - Coyote Complaints,Phone,Closed,07/21/2023 01:43:16 PM,07/21/2023 01:15:12 PM,07/21/2023 01:43:16 PM,07/21/2023 01:43:16 PM,"5311 HALMARK DR, AUSTIN, TX 78723",5311,HALMARK,AUSTIN,78723,TRAVIS,3134011.49851065,10081932.00109490,30.29751722,-97.67958152,"(30.29751722, -97.67958152)",1,556Y,MM25
23-00352120,Animal Protection - Coyote Complaints,Phone,Closed,07/24/2023 11:13:28 AM,07/21/2023 05:26:07 PM,07/24/2023 11:13:28 AM,07/24/2023 11:13:28 AM,"8801 N FM 620 RD, AUSTIN, TX 78726",8801,620,Austin,78726,TRAVIS,3081417.82199430,10128023.41881030,30.42755989,-97.84292036,"(30.42755989, -97.84292036)",10,462H,MD36
23-00352561,Animal Protection - Coyote Complaints,Phone,Closed,07/24/2023 12:44:07 PM,07/22/2023 09:10:01 AM,07/24/2023 12:44:07 PM,07/24/2023 12:44:07 PM,"LAFAYETTE AVE & E 34TH ST, AUSTIN, TX",,LAFAYETTE AVE & E 34TH ST,AUSTIN,78722,TRAVIS,3121898.49834474,10079120.00044830,30.29057622,-97.71816198,"(30.29057622, -97.71816198)",9,585H,MK24
23-00353562,Animal Protection - Coyote Complaints,Phone,Closed,07/24/2023 01:35:22 PM,07/23/2023 12:07:37 PM,07/24/2023 01:35:22 PM,07/24/2023 01:35:22 PM,"3812 AGAPE LN, AUSTIN, TX 78735",3812,AGAPE,AUSTIN,78735,TRAVIS,3083283.29078894,10068062.11239660,30.26261668,-97.84126462,"(30.26261668, -97.84126462)",8,582Z,MD22
23-00357830,Animal Protection - Coyote Complaints,Phone,Closed,07/27/2023 01:44:17 PM,07/26/2023 01:39:34 PM,07/27/2023 01:44:17 PM,07/27/2023 01:44:17 PM,"8924 TOWANA TRL, AUSTIN, TX 78736",8924,TOWANA,AUSTIN,78736,TRAVIS,3063163.70668723,10059701.13481900,30.24085628,-97.90555585,"(30.24085628, -97.90555585)",8,611P,MA20
23-00360055,Animal Protection - Coyote Complaints,Phone,Closed,07/28/2023 02:40:37 PM,07/28/2023 07:49:43 AM,07/28/2023 02:40:37 PM,07/28/2023 02:40:37 PM,"7000 JANES RANCH RD, AUSTIN, TX 78744",7000,JANES RANCH,AUSTIN,78744,TRAVIS,3119097.55245398,10034095.71580140,30.16699293,-97.73037179,"(30.16699293, -97.73037179)",2,675T,MJ13
23-00360527,Animal Protection - Coyote Complaints,Phone,Closed,07/28/2023 03:10:54 PM,07/28/2023 11:47:40 AM,07/28/2023 03:10:54 PM,07/28/2023 03:10:54 PM,"9300 SINGING QUAIL DR, AUSTIN, TX 78758",9300,SINGING QUAIL,AUSTIN,78758,TRAVIS,3122797.49900631,10108320.99924120,30.3707869,-97.71313533,"(30.3707869, -97.71313533)",4,495Z,MK31
23-00360916,Animal Protection - Coyote Complaints,Phone,Closed,07/31/2023 12:19:51 PM,07/28/2023 03:14:16 PM,07/31/2023 12:19:51 PM,07/31/2023 12:19:51 PM,"KENWOOD AVE & REAGAN TER, AUSTIN, TX",,KENWOOD AVE & REAGAN TER,AUSTIN,78704,TRAVIS,3115287.75281393,10062108.00107880,30.24423847,-97.74035807,"(30.24423847, -97.74035807)",9,615N,MJ20
23-00361443,Animal Protection - Coyote Complaints,Phone,Closed,07/31/2023 01:32:20 PM,07/29/2023 02:36:54 AM,07/31/2023 01:32:20 PM,07/31/2023 01:32:20 PM,"1520 RUTHERFORD LN, AUSTIN, TX 78754",1520,RUTHERFORD,AUSTIN,78754,TRAVIS,3133220.45544567,10096590.76694790,30.33786335,-97.68097996,"(30.33786335, -97.68097996)",1,526Y,MM28
23-00361822,Animal Protection - Coyote Complaints,Phone,Closed,07/31/2023 12:16:48 PM,07/29/2023 11:46:44 AM,07/31/2023 12:16:48 PM,07/31/2023 12:16:48 PM,"DAVIS LN & CORRAN FERRY DR, AUSTIN, TX",,DAVIS LN & CORRAN FERRY DR,AUSTIN,78749,TRAVIS,3079737.75129735,10045063.00192930,30.19961232,-97.85411572,"(30.19961232, -97.85411572)",8,642U,MD16
23-00363051,Animal Protection - Coyote Complaints,Phone,Closed,07/31/2023 01:26:19 PM,07/30/2023 05:51:48 PM,07/31/2023 01:26:19 PM,07/31/2023 01:26:19 PM,"2510 LAZY OAKS DR, AUSTIN, TX 78745",2510,LAZY OAKS,AUSTIN,78745,TRAVIS,3092571.99996724,10047391.00217120,30.20521884,-97.81333344,"(30.20521884, -97.81333344)",5,643P,ME17
23-00367565,Animal Protection - Coyote Complaints,Phone,Closed,08/02/2023 02:54:51 PM,08/02/2023 01:47:20 PM,08/02/2023 02:54:51 PM,08/02/2023 02:54:51 PM,"2001 KEY WEST CV, AUSTIN, TX 78746",2001,KEY WEST,AUSTIN,78746,TRAVIS,3084334.75035395,10073683.00135090,30.27800313,-97.83753556,"(30.27800313, -97.83753556)",8,582R,MD23
23-00370644,Animal Protection - Coyote Complaints,Phone,Closed,08/04/2023 01:43:18 PM,08/04/2023 01:02:42 PM,08/04/2023 01:43:18 PM,08/04/2023 01:43:18 PM,"2306 W 49TH ST, AUSTIN, TX 78756",2306,49TH,AUSTIN,78756,TRAVIS,3113705.75079092,10090458.99959270,30.32227235,-97.74327645,"(30.32227235, -97.74327645)",7,555E,MJ27
23-00371629,Animal Protection - Coyote Complaints,Phone,Closed,02/02/2024 07:03:53 AM,08/05/2023 08:58:33 AM,02/02/2024 07:03:53 AM,02/02/2024 07:03:53 AM,"3401 W PARMER LN, AUSTIN, TX 78727",3401,PARMER,AUSTIN,78727,TRAVIS,3123458.74870403,10126574.99687870,30.42092144,-97.70967397,"(30.42092144, -97.70967397)",7,465M,MK35
23-00372302,Animal Protection - Coyote Complaints,Phone,Closed,08/07/2023 12:31:47 PM,08/05/2023 08:19:34 PM,08/07/2023 12:31:47 PM,08/07/2023 12:31:47 PM,"6417 WESTSIDE DR, AUSTIN, TX 78731",6417,WESTSIDE,AUSTIN,78731,TRAVIS,3110000.50084472,10098687.99888580,30.34512939,-97.75441228,"(30.34512939, -97.75441228)",10,524R,MH29
23-00374825,Animal Protection - Coyote Complaints,Phone,Closed,08/08/2023 02:52:49 PM,08/07/2023 09:10:56 PM,08/08/2023 02:52:49 PM,08/08/2023 02:52:49 PM,"4600 MONTEREY OAKS BLVD, AUSTIN, TX 78749",4600,MONTEREY OAKS,AUSTIN,78749,TRAVIS,3084693.52924367,10056562.62067920,30.23091885,-97.83761596,"(30.23091885, -97.83761596)",8,612Z,MD19
23-00375165,Animal Protection - Coyote Complaints,Phone,Closed,08/08/2023 03:05:19 PM,08/08/2023 08:55:56 AM,08/08/2023 03:05:19 PM,08/08/2023 03:05:19 PM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121200.49842303,10077181.00024710,30.28529132,-97.7205172,"(30.28529132, -97.7205172)",9,585L,MK23
23-00378693,Animal Protection - Coyote Complaints,Mobile Device,Closed,08/10/2023 12:34:38 PM,08/10/2023 11:31:20 AM,08/10/2023 12:34:38 PM,08/10/2023 12:34:38 PM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121200.49842303,10077181.00024710,30.28529132,-97.7205172,"(30.28529132, -97.7205172)",9,585L,MK23
23-00379204,Animal Protection - Coyote Complaints,Phone,Closed,08/14/2023 01:20:12 PM,08/10/2023 04:23:21 PM,08/14/2023 01:20:12 PM,08/14/2023 01:20:12 PM,"1517 ALAMEDA DR, AUSTIN, TX 78704",1517,ALAMEDA,AUSTIN,78704,TRAVIS,3114370.50007956,10062698.00056890,30.24591904,-97.74321862,"(30.24591904, -97.74321862)",9,615J,MJ20
23-00379438,Animal Protection - Coyote Complaints,Phone,Closed,08/14/2023 08:14:57 AM,08/10/2023 07:05:10 PM,08/14/2023 08:14:57 AM,08/14/2023 08:14:57 AM,"HORBORNE LN & VINCENT PL, AUSTIN, TX",,HORBORNE LN & VINCENT PL,AUSTIN,78660,TRAVIS,3141802.24814080,10135209.99736900,30.44345477,-97.65083216,"(30.44345477, -97.65083216)",,437X,MN37
23-00381296,Animal Protection - Coyote Complaints,E-Mail,Closed,08/14/2023 08:11:55 AM,08/12/2023 08:57:24 AM,08/14/2023 08:11:55 AM,08/14/2023 08:11:55 AM,"1508 SOUTHPORT DR, AUSTIN, TX 78704",1508,SOUTHPORT,AUSTIN,78704,TRAVIS,3102951.75092353,10057437.00164060,30.23218316,-97.77975398,"(30.23218316, -97.77975398)",5,614X,MG19
23-00382111,Animal Protection - Coyote Complaints,Phone,Closed,08/15/2023 01:04:12 PM,08/12/2023 09:43:31 PM,08/15/2023 01:04:12 PM,08/15/2023 01:04:12 PM,"73 SAN MARCOS ST, AUSTIN, TX 78702",73,SAN MARCOS,AUSTIN,78702,TRAVIS,3116800.70999999,10067176.41000000,30.25807366,-97.73519317,"(30.25807366, -97.73519317)",3,615B,MJ21
23-00383419,Animal Protection - Coyote Complaints,Phone,Closed,08/18/2023 01:04:08 PM,08/14/2023 09:47:20 AM,08/18/2023 01:04:08 PM,08/18/2023 01:04:08 PM,"2800 FRENCH PL, AUSTIN, TX 78722",2800,FRENCH,AUSTIN,78722,TRAVIS,3121161.74822023,10077097.00211040,30.28506293,-97.72064618,"(30.28506293, -97.72064618)",9,585L,MK23
23-00385441,Animal Protection - Coyote Complaints,Phone,Closed,08/15/2023 12:58:04 PM,08/15/2023 11:24:32 AM,08/15/2023 12:58:04 PM,08/15/2023 12:58:04 PM,"7803 MOWINKLE DR, AUSTIN, TX 78736",7803,MOWINKLE,AUSTIN,78736,TRAVIS,3062656.00066057,10059510.00061120,30.24036132,-97.90717646,"(30.24036132, -97.90717646)",,611N,MA20
23-00388214,Animal Protection - Coyote Complaints,Phone,Closed,08/17/2023 12:37:54 PM,08/16/2023 10:55:03 PM,08/17/2023 12:37:54 PM,08/17/2023 12:37:54 PM,"4701 MONTEREY OAKS BLVD, AUSTIN, TX 78749",4701,MONTEREY OAKS,AUSTIN,78749,TRAVIS,3084192.50076962,10056464.50252480,30.23068003,-97.839209,"(30.23068003, -97.839209)",8,612Z,MD19
23-00391515,Animal Protection - Coyote Complaints,Phone,Closed,08/21/2023 12:07:43 PM,08/19/2023 12:01:50 AM,08/21/2023 12:07:43 PM,08/21/2023 12:07:43 PM,"7000 WOODHUE DR, AUSTIN, TX 78745",7000,WOODHUE,AUSTIN,78745,TRAVIS,3096680.75186351,10045185.29252640,30.19889908,-97.80048911,"(30.19889908, -97.80048911)",5,643V,MF16
23-00396003,Animal Protection - Coyote Complaints,Phone,Closed,08/23/2023 11:20:22 AM,08/22/2023 11:54:57 AM,08/23/2023 11:20:22 AM,08/23/2023 11:20:22 AM,"7000 JANES RANCH RD, AUSTIN, TX 78744",7000,JANES RANCH,AUSTIN,78744,TRAVIS,3119097.55170724,10034095.71410050,30.16699292,-97.73037179,"(30.16699292, -97.73037179)",2,675T,MJ13
23-00397230,Animal Protection - Coyote Complaints,Phone,Closed,08/25/2023 01:04:06 PM,08/23/2023 08:30:44 AM,08/25/2023 01:04:06 PM,08/25/2023 01:04:06 PM,"700 S 1ST ST, AUSTIN, TX 78704",700,1ST,AUSTIN,78704,TRAVIS,3111663.33278583,10066342.77825290,30.25611099,-97.75152186,"(30.25611099, -97.75152186)",9,614D,MH21
23-00399135,Animal Protection - Coyote Complaints,Phone,Closed,08/24/2023 12:50:01 PM,08/24/2023 11:11:47 AM,08/24/2023 12:50:01 PM,08/24/2023 12:50:01 PM,"WAVECREST BLVD & JACKS POND RD, AUSTIN, TX",,WAVECREST BLVD & JACKS POND RD,AUSTIN,78728,TRAVIS,3129930.29690022,10138181.59859180,30.45240477,-97.68827208,"(30.45240477, -97.68827208)",,436P,ML38
23-00401167,Animal Protection - Coyote Complaints,Phone,Closed,08/28/2023 12:43:56 PM,08/25/2023 02:39:50 PM,08/28/2023 12:43:56 PM,08/28/2023 12:43:56 PM,"5713 MAGEE BND, AUSTIN, TX 78749",5713,MAGEE,AUSTIN,78749,TRAVIS,3074669.50006525,10049352.00038180,30.21171191,-97.86985429,"(30.21171191, -97.86985429)",8,642J,MC17
23-00402444,Animal Protection - Coyote Complaints,Phone,Closed,08/28/2023 12:34:52 PM,08/26/2023 04:31:19 PM,08/28/2023 12:34:52 PM,08/28/2023 12:34:52 PM,"4903 SHOAL CREEK BLVD, AUSTIN, TX 78756",4903,SHOAL CREEK,Austin,78756,TRAVIS,3113326.74976164,10090576.99823070,30.32262097,-97.74446864,"(30.32262097, -97.74446864)",7,555E,MJ27
23-00403436,Animal Protection - Coyote Complaints,Phone,Closed,08/28/2023 01:05:12 PM,08/27/2023 06:07:39 PM,08/28/2023 01:05:12 PM,08/28/2023 01:05:12 PM,"5106 SPLIT CEDAR CV, AUSTIN, TX 78735",5106,SPLIT CEDAR,AUSTIN,78735,TRAVIS,3085857.82522677,10063286.00417880,30.24932883,-97.83345182,"(30.24932883, -97.83345182)",8,613J,ME20
23-00403783,Animal Protection - Coyote Complaints,Phone,Closed,08/29/2023 01:10:26 PM,08/28/2023 07:31:23 AM,08/29/2023 01:10:25 PM,08/29/2023 01:10:26 PM,"FRENCH PL & MANOR RD, AUSTIN, TX",,FRENCH PL & MANOR RD,AUSTIN,78722,TRAVIS,3121113.70812465,10076748.11156470,30.28410699,-97.7208243,"(30.28410699, -97.7208243)",9,585L,MK23
23-00405302,Animal Protection - Coyote Complaints,Phone,Closed,08/29/2023 01:58:34 PM,08/28/2023 08:21:51 PM,08/29/2023 01:58:34 PM,08/29/2023 01:58:34 PM,"8100 RIPPLEWOOD DR, AUSTIN, TX 78757",8100,RIPPLEWOOD,AUSTIN,78757,TRAVIS,3119670.52858535,10102942.74318290,30.35620501,-97.72344843,"(30.35620501, -97.72344843)",4,525G,MK30
23-00405409,Animal Protection - Coyote Complaints,Phone,Closed,08/29/2023 12:42:53 PM,08/29/2023 03:45:19 AM,08/29/2023 12:42:53 PM,08/29/2023 12:42:53 PM,"3315 HEMLOCK AVE, AUSTIN, TX 78722",3315,HEMLOCK,AUSTIN,78722,TRAVIS,3123150.49923902,10078379.00281760,30.28845836,-97.71425151,"(30.28845836, -97.71425151)",9,585H,MK24
23-00405465,Animal Protection - Coyote Complaints,Phone,Closed,08/30/2023 01:51:30 PM,08/29/2023 07:08:45 AM,08/30/2023 01:51:30 PM,08/30/2023 01:51:30 PM,"3001 FONTANA DR, AUSTIN, TX 78704",3001,FONTANA,AUSTIN,78704,TRAVIS,3108749.91720519,10058516.47973830,30.23478323,-97.76132004,"(30.23478323, -97.76132004)",3,614U,MH19
23-00408978,Animal Protection - Coyote Complaints,Phone,Closed,08/31/2023 12:25:46 PM,08/31/2023 07:37:26 AM,08/31/2023 12:25:46 PM,08/31/2023 12:25:46 PM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121180.50660142,10077040.29630350,30.28490584,-97.72059099,"(30.28490584, -97.72059099)",9,585L,MK23
23-00409013,Animal Protection - Coyote Complaints,Phone,Closed,08/31/2023 09:30:33 AM,08/31/2023 08:01:20 AM,08/31/2023 09:30:33 AM,08/31/2023 09:30:33 AM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121180.50660142,10077040.29630350,30.28490584,-97.72059099,"(30.28490584, -97.72059099)",9,585L,MK23
23-00409064,Animal Protection - Coyote Complaints,Phone,Closed,08/31/2023 02:17:37 PM,08/31/2023 08:23:57 AM,08/31/2023 02:17:37 PM,08/31/2023 02:17:37 PM,"15204 TACON LN, AUSTIN, TX 78660",15204,TACON,AUSTIN,78660,TRAVIS,3140405.01878726,10134535.30074120,30.44169271,-97.65531642,"(30.44169271, -97.65531642)",,437X,MN37
23-00409609,Animal Protection - Coyote Complaints,Phone,Closed,08/31/2023 01:11:06 PM,08/31/2023 12:53:15 PM,08/31/2023 01:11:06 PM,08/31/2023 01:11:06 PM,"3315 HEMLOCK AVE, AUSTIN, TX 78722",3315,HEMLOCK,AUSTIN,78722,TRAVIS,3123150.49923902,10078379.00281760,30.28845836,-97.71425151,"(30.28845836, -97.71425151)",9,585H,MK24
23-00415403,Animal Protection - Coyote Complaints,Phone,Closed,09/06/2023 10:56:07 AM,09/05/2023 09:35:41 AM,09/06/2023 10:56:07 AM,09/06/2023 10:56:07 AM,"2807 FRENCH PL, AUSTIN, TX 78722",2807,FRENCH,AUSTIN,78722,TRAVIS,3121220.62417179,10077030.47272920,30.28487625,-97.72046465,"(30.28487625, -97.72046465)",9,585L,MK23
23-00416849,Animal Protection - Coyote Complaints,Phone,Closed,09/08/2023 11:33:20 AM,09/06/2023 07:21:45 AM,09/08/2023 11:33:20 AM,09/08/2023 11:33:20 AM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121180.50660142,10077040.29630350,30.28490584,-97.72059099,"(30.28490584, -97.72059099)",9,585L,MK23
23-00416861,Animal Protection - Coyote Complaints,Phone,Closed,09/06/2023 08:46:04 AM,09/06/2023 07:30:44 AM,09/06/2023 08:46:04 AM,09/06/2023 08:46:04 AM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121180.50660142,10077040.29630350,30.28490584,-97.72059099,"(30.28490584, -97.72059099)",9,585L,MK23
23-00418011,Animal Protection - Coyote Complaints,Phone,Closed,09/07/2023 01:47:22 PM,09/06/2023 04:36:38 PM,09/07/2023 01:47:22 PM,09/07/2023 01:47:22 PM,"4606 E ST ELMO RD, AUSTIN, TX 78744",4606,ST ELMO,AUSTIN,78744,TRAVIS,3116771.24748867,10048302.00262640,30.20619294,-97.73668179,"(30.20619294, -97.73668179)",2,645P,MJ17
23-00418772,Animal Protection - Coyote Complaints,Phone,Closed,09/07/2023 10:31:02 AM,09/07/2023 09:17:38 AM,09/07/2023 10:31:02 AM,09/07/2023 10:31:02 AM,"100 WOODWARD ST, AUSTIN, TX 78704",100,WOODWARD,AUSTIN,78704,TRAVIS,3109154.94189811,10056674.13717940,30.22969316,-97.76017278,"(30.22969316, -97.76017278)",3,614Z,MH19
23-00418847,Animal Protection - Coyote Complaints,Phone,Closed,09/08/2023 12:24:41 PM,09/07/2023 09:44:04 AM,09/08/2023 12:24:41 PM,09/08/2023 12:24:41 PM,"1709 ALLEGHANY DR, AUSTIN, TX 78741",1709,ALLEGHANY,AUSTIN,78741,TRAVIS,3115212.24752475,10056518.00038590,30.22887731,-97.74100963,"(30.22887731, -97.74100963)",3,615W,MJ19
23-00421527,Animal Protection - Coyote Complaints,Phone,Closed,09/11/2023 12:50:03 PM,09/08/2023 08:36:50 PM,09/11/2023 12:50:03 PM,09/11/2023 12:50:03 PM,"2425 CROMWELL CIR, AUSTIN, TX 78741",2425,CROMWELL,AUSTIN,78741,TRAVIS,3121443.90423692,10055873.80948290,30.22670576,-97.72133117,"(30.22670576, -97.72133117)",3,645C,MK18
23-00424374,Animal Protection - Coyote Complaints,Phone,Closed,09/13/2023 10:04:47 AM,09/11/2023 12:15:18 PM,09/13/2023 10:04:47 AM,09/13/2023 10:04:47 AM,"1419 BERKSHIRE DR, AUSTIN, TX 78723",1419,BERKSHIRE,AUSTIN,78723,TRAVIS,3128690.24753057,10088695.99928740,30.31645817,-97.69592976,"(30.31645817, -97.69592976)",4,556K,ML26
23-00430902,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 11:58:38 AM,09/15/2023 12:19:02 PM,09/18/2023 11:58:38 AM,09/18/2023 11:58:38 AM,"11612 ELK PARK TRL, AUSTIN, TX 78759",11612,ELK PARK,AUSTIN,78759,TRAVIS,3113488.39215927,10123773.55916040,30.4138633,-97.74150526,"(30.4138633, -97.74150526)",6,465S,MJ34
23-00431242,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 01:14:09 PM,09/15/2023 02:51:40 PM,09/18/2023 01:14:09 PM,09/18/2023 01:14:09 PM,"6502 MINIKAHDA CV, AUSTIN, TX 78746",6502,MINIKAHDA,AUSTIN,78746,TRAVIS,3083471.00033553,10077666.00044770,30.28900525,-97.83998843,"(30.28900525, -97.83998843)",8,582H,MD24
23-00432911,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 01:23:13 PM,09/16/2023 09:19:21 PM,09/18/2023 01:23:13 PM,09/18/2023 01:23:13 PM,"9301 HOG EYE RD, AUSTIN, TX 78724",9301,HOG EYE,AUSTIN,78724,TRAVIS,3151901.34902867,10076784.25217060,30.28218132,-97.62330936,"(30.28218132, -97.62330936)",,588J,MQ23
23-00433353,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 11:40:34 AM,09/17/2023 11:32:16 AM,09/18/2023 11:40:34 AM,09/18/2023 11:40:34 AM,"2417 LITTLE JOHN LN, AUSTIN, TX 78704",2417,LITTLE JOHN,AUSTIN,78704,TRAVIS,3112804.00206276,10058720.99999700,30.23508707,-97.74847091,"(30.23508707, -97.74847091)",3,615S,MJ19
23-00433497,Animal Protection - Coyote Complaints,Phone,Closed,09/21/2023 01:29:21 PM,09/17/2023 02:08:09 PM,09/21/2023 01:29:21 PM,09/21/2023 01:29:21 PM,"507 W ALPINE RD, AUSTIN, TX 78704",507,ALPINE,AUSTIN,78704,TRAVIS,3107327.00255806,10056785.00089490,30.23011403,-97.76595114,"(30.23011403, -97.76595114)",3,614Y,MH19
23-00433650,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 11:28:24 AM,09/17/2023 05:07:17 PM,09/18/2023 11:28:23 AM,09/18/2023 11:28:24 AM,"2306 SANTA ROSA ST, AUSTIN, TX 78702",2306,SANTA ROSA,AUSTIN,78702,TRAVIS,3122323.74973029,10067409.00051480,30.25835716,-97.71768737,"(30.25835716, -97.71768737)",3,615D,MK21
23-00433918,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 08:23:56 AM,09/18/2023 04:23:35 AM,09/18/2023 08:23:56 AM,09/18/2023 08:23:56 AM,"1119 PERRY RD, AUSTIN, TX 78721",1119,PERRY,AUSTIN,78721,TRAVIS,3132415.24942043,10067369.00229680,30.25759086,-97.68573617,"(30.25759086, -97.68573617)",3,616C,MM21
23-00434261,Animal Protection - Coyote Complaints,Phone,Closed,09/18/2023 12:56:03 PM,09/18/2023 09:47:16 AM,09/18/2023 12:56:03 PM,09/18/2023 12:56:03 PM,"3818 WILLIAMSBURG CIR, AUSTIN, TX 78731",3818,WILLIAMSBURG,AUSTIN,78731,TRAVIS,3109687.25169875,10106627.99810350,30.36697534,-97.75482166,"(30.36697534, -97.75482166)",10,524D,MH30
23-00434997,Animal Protection - Coyote Complaints,Phone,Closed,09/22/2023 02:07:35 PM,09/18/2023 03:36:48 PM,09/22/2023 02:07:35 PM,09/22/2023 02:07:35 PM,"411 W ALPINE RD, AUSTIN, TX 78704",411,ALPINE,AUSTIN,78704,TRAVIS,3107589.00256132,10056638.00080090,30.22969332,-97.7651325,"(30.22969332, -97.7651325)",3,614Y,MH19
23-00435465,Animal Protection - Coyote Complaints,Phone,Closed,09/20/2023 12:23:49 PM,09/18/2023 10:04:11 PM,09/20/2023 12:23:48 PM,09/20/2023 12:23:49 PM,"7208 SOUTHWIND DR, AUSTIN, TX 78745",7208,SOUTHWIND,AUSTIN,78745,TRAVIS,3092682.75125679,10046095.00139710,30.2016494,-97.81307588,"(30.2016494, -97.81307588)",5,643T,ME16
23-00437062,Animal Protection - Coyote Complaints,Phone,Closed,09/21/2023 12:25:54 PM,09/19/2023 08:53:08 PM,09/21/2023 12:25:54 PM,09/21/2023 12:25:54 PM,"1405 ST CROIX LN, PFLUGERVILLE, TX 78660",1405,ST CROIX,PFLUGERVILLE,78660,TRAVIS,3147878.49932847,10128228.99778830,30.42386111,-97.6320932,"(30.42386111, -97.6320932)",,467M,MP35
23-00437147,Animal Protection - Coyote Complaints,Phone,Closed,09/20/2023 12:14:46 PM,09/19/2023 11:44:15 PM,09/20/2023 12:14:46 PM,09/20/2023 12:14:46 PM,"10010 ANDERSON MILL RD, AUSTIN, TX 78750",10010,ANDERSON MILL,AUSTIN,78750,WILLIAMSON,3094982.44079256,10135595.05760180,30.44753141,-97.79934508,"(30.44753141, -97.79934508)",6,433V,MF37
23-00439409,Animal Protection - Coyote Complaints,Phone,Closed,09/22/2023 10:35:59 AM,09/21/2023 12:13:28 PM,09/22/2023 10:35:59 AM,09/22/2023 10:35:59 AM,"8919 APPALOOSA RUN, AUSTIN, TX 78737",8919,APPALOOSA,AUSTIN,78737,TRAVIS,3051438.93613811,10042188.25737450,30.19341249,-97.94386813,"(30.19341249, -97.94386813)",,640X,WY16
23-00440680,Animal Protection - Coyote Complaints,Phone,Closed,09/22/2023 03:20:10 PM,09/22/2023 09:42:37 AM,09/22/2023 03:20:10 PM,09/22/2023 03:20:10 PM,"2714 SILVERWAY DR, AUSTIN, TX 78757",2714,SILVERWAY,AUSTIN,78757,TRAVIS,3114993.24869786,10102142.99959700,30.35430748,-97.73833312,"(30.35430748, -97.73833312)",7,525K,MJ29
23-00441650,Animal Protection - Coyote Complaints,Phone,Closed,09/25/2023 03:00:08 PM,09/22/2023 07:09:35 PM,09/25/2023 03:00:09 PM,09/25/2023 03:00:08 PM,"6500 TORREY PINES CV, AUSTIN, TX 78746",6500,TORREY PINES,AUSTIN,78746,TRAVIS,3083451.75196176,10077168.00280380,30.28763749,-97.84008476,"(30.28763749, -97.84008476)",8,582H,MD24
23-00442420,Animal Protection - Coyote Complaints,Phone,Closed,09/25/2023 01:02:09 PM,09/23/2023 04:50:05 PM,09/25/2023 01:02:09 PM,09/25/2023 01:02:09 PM,"801 PATTERSON AVE, AUSTIN, TX 78703",801,PATTERSON,Austin,78703,TRAVIS,3107324.99712750,10074782.00200910,30.2795853,-97.76464173,"(30.2795853, -97.76464173)",9,584L,MH23
23-00442662,Animal Protection - Coyote Complaints,Phone,Closed,09/25/2023 10:27:57 AM,09/23/2023 10:57:33 PM,09/25/2023 10:27:57 AM,09/25/2023 10:27:57 AM,"505 W ALPINE RD, AUSTIN, TX 78704",505,ALPINE,AUSTIN,78704,TRAVIS,3107377.99945391,10056755.00117050,30.23002832,-97.76579189,"(30.23002832, -97.76579189)",3,614Y,MH19
23-00443298,Animal Protection - Coyote Complaints,Phone,Closed,09/25/2023 10:37:05 AM,09/24/2023 06:03:01 PM,09/25/2023 10:37:05 AM,09/25/2023 10:37:05 AM,"416 W ALPINE RD, AUSTIN, TX 78704",416,ALPINE,AUSTIN,78704,TRAVIS,3107591.62489503,10056895.67413030,30.23040146,-97.76510536,"(30.23040146, -97.76510536)",3,614Y,MH19
23-00446223,Animal Protection - Coyote Complaints,Phone,Closed,09/26/2023 02:04:47 PM,09/26/2023 11:16:06 AM,09/26/2023 02:04:47 PM,09/26/2023 02:04:47 PM,"7508 BLUFF SPRINGS RD, AUSTIN, TX 78744",7508,BLUFF SPRINGS,AUSTIN,78744,TRAVIS,3106486.77934288,10037152.54178780,30.17620071,-97.77004324,"(30.17620071, -97.77004324)",,674L,MH14
